"dbref","name","full_name","alias","sex","race","homeworld","affiliation","organization","occupation","business","background","lastconnected","im","email","url","away","status","quote","note"
"10964","Valkris","Valkris Kiosan","Valk","Female","Human","Teos III","New Republic","Independent","Jedi Knight, Sentinel Investigator","","Grew up on a backwater planet that was all but overrun when a Hutt came to town.  The Force awakened within her and she was trained to be a Jedi Sentinel, and Investigator.","Mon Dec 21 00:06:38 2020","**NONE**","@mail, please.","[redacted]","","","","Valkris has been here for 9 years, 53 days, 0 hours, 48 minutes, and 59 seconds.  The character was created on: Thu May 04 00:13:07 2017.
 Times: Pacific Time Zone; near-guaranteed on-line times are M-S 1030-ish to 1730-ish, Sundays unknown and iffy.  Aside from those times, I'm /usually/ on nightly from around 2000 for a few hours from my laptop."
"10967","Lucion","Lucion Valmaxian","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Apr 17 17:52:12 2011","**NONE**","**NONE**","**NONE**","","","","Eager to learn and always down to RP!"
"10977","Kre","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jun 06 19:35:16 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10988","Adan","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat May 06 22:07:01 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10989","lockjaw","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Apr 25 03:24:27 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"10990","Solace","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Apr 21 16:56:04 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11008","Hyde","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Apr 02 07:23:34 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11011","Tekbrat","tekbrat silver rain","**NONE**","female","Human","","Imperial","Independent","**NONE**","","**NONE**","Sun Apr 29 11:02:28 2012","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"11020","Urantu","**NONE**","Ur","Male","Near Human","","Unaffiliated","Independent","Drifter","","Hailing from some backwater world in the Outer Rim, Urantu was a member of a planetary military. Exiled after a piloting accident claimed the life of two of his wingman, he's traveled the known worlds trading his piloting abilities for credits and transportation. His loyalties are ever shifting, mostly to the highest bidder. Though, deep down he seeks to find a new home.","Thu Apr 20 17:58:33 2017","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"11021","Rensha","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Apr 13 20:47:03 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11022","Fannta","**NONE**","**NONE**","female","Twi'lek","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Apr 15 09:22:45 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11023","Aino","Aino Kaiza","No","Female","Human","","Unaffiliated","CSA","CSA Executive","","**NONE**","Wed May 10 18:01:00 2017","**NONE**","@mail is fine.","**NONE**","","","","**NONE**"
"11024","Rhyos","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Apr 07 17:37:53 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11025","Marjia","Marjia Londgard","Mari","female","Human","","Unaffiliated","CSA","Mechanic","","set","Sat Mar 17 22:33:25 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11028","Finn","Finn Rennar","Fin","Male","Human","Half-Hapan. Born on ship.","Unaffiliated","CSA","Shock Boxer/Swoop Racer","","Set.","Sun Jun 16 19:48:17 2019","**NONE**","@mail preferred","[redacted]","","","","In SW1: The Movie, Finn would be played by Chris Evans

 OUTPUT: Nova Storm outputs 18 for velocity, and Finn rolls 38 for his piloting, for a total of 56. (VELOCITY)"
"11029","Taran","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Mar 29 11:06:12 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11030","Spectre","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Mar 27 16:28:27 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11031","Lyall","Sine Lyall","SL","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Jul 14 14:28:40 2017","**NONE**","**NONE**","**NONE**","","","","Coming back to Mushing after being away for 12 years."
"11032","Elian","Elian Gantrene","**NONE**","f","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Thu Apr 06 20:03:57 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11033","Raleigh","Raleigh Tol","Ral","Male","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Mon Mar 27 21:55:15 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11034","Sirona","**NONE**","**NONE**","female","Near Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Wed Mar 14 22:43:30 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11035","anera","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Mar 21 02:15:27 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11036","Drake","Sebastian Drake","Dra","male","Human","","Unaffiliated","Independent","Pirate, Slaver, Thief, Smuggler. Any job as long as the credits are right.","","A former crewman on various pirate and smuggling vessels looking to break out on his own.","Wed Apr 05 16:11:07 2017","**NONE**","@mail preferred","**NONE**","","","","**NONE**"
"11037","Dreys","Dreys Tiplander","**NONE**","Male","**NONE**","Corellia","**NONE**","**NONE**","**NONE**","Investigation and Security","**NONE**","Sat Mar 18 11:07:33 2017","**NONE**","[redacted-email]","**NONE**","","","","OOC: Looking to learn more about the game. Hoping to find a new Star Wars home"
"11038","Illium","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Feb 16 10:14:35 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11039","Koloff","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Feb 08 02:06:14 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11040","harrymcb","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Feb 07 06:55:05 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11044","Korynn","Korynn Fleming","Fleming","Male","Human","Coruscant","Imperial","Imperial Military","ISB Sector Director","","Korynn Fleming. 39 years old. ISB Sector Director, with a history in interrogation. More info is available by OOC means through +backgrounds 2-5 and my wiki page. If you wish to know any of this information ICly, please ask me first.","Fri Apr 07 16:33:54 2023","**NONE**","**NONE**","[redacted]","","","Korynn Fleming: Making players #&$! their pants since 2005.
--------------------------------< Awards: 1 >---------------------------------
        * MUSHY: Best Actor (2007)","In Star Wars MUSH: The Movie, Korynn Fleming would be portrayed by Nestor Serrano."
"11047","Calevaro","Calevaro Vichnu","Cal","Male","Human","Corellia","New Republic","Republic Military","Pilot","","**NONE**","Fri May 05 07:20:58 2017","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"11052","caio","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Jan 12 21:14:15 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11053","Kaedric","Kaedric Sorellus","**NONE**","Male","Human","","Imperial","Imperial Military","**NONE**","","**NONE**","Tue Jan 05 04:34:07 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11078","Black","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Jan 11 20:17:40 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11079","Tzula","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jan 09 20:28:32 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11082","Fel","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Mar 31 17:25:50 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11084","Ninsen","Ninsen Denabi","Nin","Male","Human","Corellia","New Republic","**NONE**","Classified","Nothing","Born to a small family on Corellia that had to fight for everything they had, he entered the <OMITTED....>","Thu Mar 31 13:40:03 2011","[redacted]","[redacted-email]","**NONE**","","","","Made you look."
"11086","Kahlon","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Apr 15 18:32:36 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11090","Tzulian","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jan 09 20:26:32 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11092","Evumeimei","Evumeimei of Panatha","Evy","female","Near Human","Panatha","Unaffiliated","Independent","Entrepreneur","","http://sw1mush.wikia.com/wiki/Evumeimei?venotify=created","Sun Oct 22 19:45:18 2017","**NONE**","**NONE**","**NONE**","","","","Merchant exceptional."
"11094","Wrista","Wrista Ipex","Wris","Female","Twi'lek","Coruscant","New Republic","Republic Military","NR Marine Scout","","**NONE**","Tue Jan 22 12:29:13 2008","**NONE**","Available by request","**NONE**","","","","**NONE**"
"11095","Aldronea","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Jan 29 12:22:33 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11103","Ajie","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Mar 28 05:55:26 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11121","pringledingle","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jan 07 10:15:50 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11122","Neytii","Neytii Hashak","**NONE**","Male","Twi'lek","Ryloth/Tatooine","**NONE**","**NONE**","Independent Sith","","**NONE**","Fri Mar 25 23:14:56 2011","[redacted]","**NONE**","**NONE**","","","","**NONE**"
"11123","Nergui","**NONE**","gui","male","Human","","Unaffiliated","Unknown","RPA Wizard","","**NONE**","Tue Dec 27 09:17:03 2011","**NONE**","[redacted-email]","**NONE**","","","","  For information about what the RPA is and does, please type:
  SWINFO SW-RP
  NEWS RP ADMIN

  For further examples and rules try:
  SWINFO RES
  NEWS SHIP THEFT
  NEWS TRANSPONDER
  NEWS NPC APPLY

  For hints and pointers on applications, try:
  +bg Nergui 1
  +bg Nergui 2"
"11125","timmytwotoes","Chinguardia Superspace","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Mar 25 02:15:26 2011","**NONE**","**NONE**","**NONE**","","","","A bounty hunter, and romantic of words."
"11126","Tavira","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Mar 18 16:36:32 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11127","Kalidonna","Kalidonna 'Lily' Serv'Laya","Lily","Female","Near Human","","Unaffiliated","Independent","Eating apples.","","**NONE**","Sun Aug 25 16:05:42 2024","**NONE**","[redacted-email]","**NONE**","","","","A travelling musician with other fringe talents."
"11129","Merton","Merton Kalar","**NONE**","male","Human","","New Republic","Republic Military","**NONE**","","**NONE**","Thu Jan 05 14:08:08 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11131","Drexx","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Dec 22 11:12:05 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11132","W9-D3","W9-D3-000 Prototype","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Dec 12 17:29:42 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11133","Elleross","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Dec 16 02:51:48 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11140","Kaldonna","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Mar 17 17:28:40 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11142","Meldir","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Mar 17 14:17:38 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11150","Elmeric","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Oct 16 07:15:14 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11162","Din'kan","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Apr 13 14:18:46 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11165","Gofg","Gofg Virkoff","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Mar 10 22:00:47 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11172","Natron","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Mar 10 19:47:30 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11174","Nox","Richard Nox","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Mar 02 21:14:22 2011","**NONE**","**NONE**","**NONE**","","","","Who am I? Who Are You?"
"11184","MrJordo","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Mar 01 10:39:21 2011","**NONE**","**NONE**","**NONE**","","","","Did I just get fingered?"
"11186","Morin","**NONE**","U","Male","Human","Coruscant","New Republic","Republic Military","**NONE**","","**NONE**","Mon Apr 29 21:01:48 2019","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"11187","Taalsam","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Mar 01 16:17:48 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11192","Gallak","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Mar 09 15:32:09 2013","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11195","Drogyn","Calyx Drogyn","Drog","Male","Human","Corellia","Unknown","Unknown","Liberator of credits and whiskey","","**NONE**","Tue Jun 16 23:15:19 2026","**NONE**","**NONE**","[redacted]","","","","        ""I was a highwayman
        Along the coach roads I did ride
        With sword and pistol by my side
        Many a young maid lost her baubles to my trade
        Many a soldier shed his lifeblood on my blade"" 


        -Waylon Jennings 'The Highwaymen'"
"11209","Fonkin","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Feb 23 17:36:48 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11210","folkor","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Feb 15 06:15:28 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11213","Dravin","Dravin Xiz","Buggie","male","Verpine","Nickel One, Roche Asteroid belt","New Republic","Independent","Starship pilot and Mechanic","","**NONE**","Wed Mar 02 12:20:48 2011","**NONE**","**NONE**","**NONE**","","","","He is off flying high."
"11220","Alexis","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Feb 12 17:49:51 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11223","Zedd","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Feb 11 17:58:27 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"11225","Shaina","Shaina Koto Antaka","**NONE**","Female","Human","","New Republic","Republic Military","**NONE**","","**NONE**","Tue Aug 23 07:52:39 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
